Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Zoarces,viviparus,59.75,-1.75,7500:391:4,0.09
Zoarces,viviparus,59.25,-4.25,7500:394:1,0.14
Zoarces,viviparus,59.25,-4.75,7500:394:2,0.02
Zoarces,viviparus,55.25,-8.75,7500:458:2,0.12
Zoarces,viviparus,56.75,-8.75,7500:468:4,0.02
Zoarces,viviparus,57.75,-7.75,7500:477:4,0.17
Zoarces,viviparus,57.75,-8.25,7500:478:3,0.09
Zoarces,viviparus,57.75,-8.75,7500:478:4,0.02
Zoarces,viviparus,58.25,-6.75,7500:486:2,0.14
Zoarces,viviparus,58.75,-6.25,7500:486:3,0.06
Zoarces,viviparus,58.25,-7.25,7500:487:1,0.08
Zoarces,viviparus,58.25,-7.75,7500:487:2,0.03
Zoarces,viviparus,52.25,-10.75,7501:120:2,0.08
Zoarces,viviparus,54.25,-10.25,7501:140:1,0.07
Zoarces,viviparus,60.25,-0.75,7600:100:2,0.02
Zoarces,viviparus,60.25,-1.25,7600:101:1,0.04
Zoarces,viviparus,60.25,-1.75,7600:101:2,0.04
Zoarces,viviparus,60.25,-2.25,7600:102:1,0.03
Zoarces,viviparus,61.25,-6.75,7600:216:2,0.12
Zoarces,viviparus,61.75,-6.25,7600:216:3,0.06
Zoarces,viviparus,61.75,-6.75,7600:216:4,0.14
Zoarces,viviparus,61.75,-7.25,7600:217:3,0.12
Zoarces,viviparus,62.25,-6.25,7600:226:1,0.17
Zoarces,viviparus,62.25,-6.75,7600:226:2,0.16
Zoarces,viviparus,62.25,-7.25,7600:227:1,0.13
Zoarces,viviparus,62.25,-7.75,7600:227:2,0.12
Zoarces,viviparus,70.75,-8.25,7700:208:3,0.01
Zoarces,viviparus,50.75,0.25,1500:100:3,0.21
Zoarces,viviparus,51.25,0.25,1500:110:1,0.24
Zoarces,viviparus,51.25,1.25,1500:111:1,0.36
Zoarces,viviparus,51.25,1.75,1500:111:2,0.27
Zoarces,viviparus,51.25,2.25,1500:112:1,0.24
Zoarces,viviparus,51.25,2.75,1500:112:2,0.29
Zoarces,viviparus,51.75,2.25,1500:112:3,0.21
Zoarces,viviparus,51.75,2.75,1500:112:4,0.26
Zoarces,viviparus,51.25,3.25,1500:113:1,0.28
Zoarces,viviparus,51.75,3.25,1500:113:3,0.31
Zoarces,viviparus,52.75,0.25,1500:120:3,0.38
Zoarces,viviparus,52.25,2.75,1500:122:2,0.28
Zoarces,viviparus,52.25,3.25,1500:123:1,0.39
Zoarces,viviparus,52.25,3.75,1500:123:2,0.26
Zoarces,viviparus,54.75,0.25,1500:140:3,0.35
Zoarces,viviparus,54.25,3.75,1500:143:2,0.2
Zoarces,viviparus,54.25,4.25,1500:144:1,0.2
Zoarces,viviparus,54.25,4.75,1500:144:2,0.2
Zoarces,viviparus,52.75,6.25,1500:226:3,0.21
Zoarces,viviparus,53.25,8.25,1500:238:1,0.34
Zoarces,viviparus,53.75,8.75,1500:238:4,0.3
Zoarces,viviparus,54.25,5.25,1500:245:1,0.2
Zoarces,viviparus,54.25,5.75,1500:245:2,0.3
Zoarces,viviparus,55.75,3.75,1500:353:4,0.29
Zoarces,viviparus,55.75,4.25,1500:354:3,0.3
Zoarces,viviparus,56.75,5.75,1500:465:4,0.2
Zoarces,viviparus,56.25,6.25,1500:466:1,0.2
Zoarces,viviparus,56.25,6.75,1500:466:2,0.3
Zoarces,viviparus,57.25,6.75,1500:476:2,0.25
Zoarces,viviparus,55.25,17.25,1501:457:1,0.3
Zoarces,viviparus,55.25,17.75,1501:457:2,0.25
Zoarces,viviparus,56.25,18.75,1501:468:2,0.3
Zoarces,viviparus,57.25,19.25,1501:479:1,0.36
Zoarces,viviparus,58.25,18.75,1501:488:2,0.25
Zoarces,viviparus,57.25,20.75,1502:370:2,0.25
Zoarces,viviparus,57.25,23.75,1502:373:2,0.33
Zoarces,viviparus,57.75,23.75,1502:373:4,0.21
Zoarces,viviparus,57.25,24.25,1502:374:1,0.28
Zoarces,viviparus,57.75,24.25,1502:374:3,0.35
Zoarces,viviparus,58.25,24.75,1502:384:2,0.37
Zoarces,viviparus,59.25,26.75,1502:496:2,0.25
Zoarces,viviparus,59.75,26.75,1502:496:4,0.32
Zoarces,viviparus,59.75,27.25,1502:497:3,0.24
Zoarces,viviparus,59.75,29.25,1502:499:3,0.34
Zoarces,viviparus,64.75,10.25,1601:140:3,0.25
Zoarces,viviparus,61.25,18.25,1601:218:1,0.32
Zoarces,viviparus,61.75,18.25,1601:218:3,0.22
Zoarces,viviparus,60.25,23.75,1602:103:2,0.37
Zoarces,viviparus,61.75,20.25,1602:110:3,0.21
Zoarces,viviparus,63.75,21.25,1602:131:3,0.38
Zoarces,viviparus,63.75,21.75,1602:131:4,0.33
Zoarces,viviparus,63.25,22.25,1602:132:1,0.39
Zoarces,viviparus,63.75,22.25,1602:132:3,0.32
Zoarces,viviparus,63.75,22.75,1602:132:4,0.31
Zoarces,viviparus,63.75,23.25,1602:133:3,0.3
Zoarces,viviparus,64.25,20.75,1602:140:2,0.37
Zoarces,viviparus,64.25,21.25,1602:141:1,0.31
Zoarces,viviparus,64.25,21.75,1602:141:2,0.25
Zoarces,viviparus,64.75,21.25,1602:141:3,0.27
Zoarces,viviparus,64.75,21.75,1602:141:4,0.25
Zoarces,viviparus,64.25,22.25,1602:142:1,0.2
Zoarces,viviparus,64.25,23.75,1602:143:2,0.21
Zoarces,viviparus,64.25,24.25,1602:144:1,0.21
Zoarces,viviparus,60.25,25.75,1602:205:2,0.37
Zoarces,viviparus,60.25,26.25,1602:206:1,0.29
Zoarces,viviparus,60.25,26.75,1602:206:2,0.22
Zoarces,viviparus,60.75,28.25,1602:208:3,0.21
Zoarces,viviparus,60.75,28.75,1602:208:4,0.32
Zoarces,viviparus,60.25,29.25,1602:209:1,0.38
Zoarces,viviparus,65.25,21.25,1602:351:1,0.2
Zoarces,viviparus,65.25,21.75,1602:351:2,0.2
Zoarces,viviparus,65.75,24.75,1602:354:4,0.22
Zoarces,viviparus,65.75,25.25,1602:455:3,0.24
Zoarces,viviparus,64.75,34.75,1603:144:4,0.28
Zoarces,viviparus,63.75,36.75,1603:236:4,0.33
Zoarces,viviparus,63.75,37.25,1603:237:3,0.33
Zoarces,viviparus,63.75,37.75,1603:237:4,0.32
Zoarces,viviparus,63.75,38.25,1603:238:3,0.32
Zoarces,viviparus,64.25,35.25,1603:245:1,0.31
Zoarces,viviparus,64.25,35.75,1603:245:2,0.32
Zoarces,viviparus,64.75,35.25,1603:245:3,0.24
Zoarces,viviparus,64.25,36.25,1603:246:1,0.29
Zoarces,viviparus,64.25,36.75,1603:246:2,0.24
Zoarces,viviparus,64.75,36.75,1603:246:4,0.22
Zoarces,viviparus,64.25,37.25,1603:247:1,0.22
Zoarces,viviparus,64.25,37.75,1603:247:2,0.21
Zoarces,viviparus,64.75,37.75,1603:247:4,0.27
Zoarces,viviparus,64.25,38.25,1603:248:1,0.3
Zoarces,viviparus,64.75,38.25,1603:248:3,0.34
Zoarces,viviparus,64.75,38.75,1603:248:4,0.37
Zoarces,viviparus,64.75,39.25,1603:249:3,0.37
Zoarces,viviparus,64.75,39.75,1603:249:4,0.29
Zoarces,viviparus,65.25,34.25,1603:354:1,0.29
Zoarces,viviparus,65.25,34.75,1603:354:2,0.3
Zoarces,viviparus,65.75,34.75,1603:354:4,0.34
Zoarces,viviparus,66.25,33.75,1603:363:2,0.33
Zoarces,viviparus,66.75,33.25,1603:363:3,0.22
Zoarces,viviparus,66.75,33.75,1603:363:4,0.26
Zoarces,viviparus,66.25,34.25,1603:364:1,0.37
Zoarces,viviparus,66.25,34.75,1603:364:2,0.35
Zoarces,viviparus,66.75,34.25,1603:364:3,0.33
