Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Lycodichthys,dearborni,-74.25,172.25,3717:142:1,1
Lycodichthys,dearborni,-74.25,172.75,3717:142:2,1
Lycodichthys,dearborni,-74.25,173.25,3717:143:1,0.94
Lycodichthys,dearborni,-74.25,173.75,3717:143:2,0.97
Lycodichthys,dearborni,-74.25,174.75,3717:144:2,0.98
Lycodichthys,dearborni,-72.75,175.25,3717:225:3,0.95
Lycodichthys,dearborni,-72.75,175.75,3717:225:4,0.84
Lycodichthys,dearborni,-73.25,175.25,3717:235:1,0.97
Lycodichthys,dearborni,-73.25,175.75,3717:235:2,0.98
Lycodichthys,dearborni,-73.75,175.25,3717:235:3,1
Lycodichthys,dearborni,-73.75,175.75,3717:235:4,1
Lycodichthys,dearborni,-73.25,176.25,3717:236:1,1
Lycodichthys,dearborni,-73.25,176.75,3717:236:2,1
Lycodichthys,dearborni,-73.25,177.25,3717:237:1,0.99
Lycodichthys,dearborni,-73.75,179.75,3717:239:4,0.93
Lycodichthys,dearborni,-74.75,178.75,3717:248:4,1
Lycodichthys,dearborni,-74.25,179.75,3717:249:2,1
Lycodichthys,dearborni,-74.75,179.25,3717:249:3,1
Lycodichthys,dearborni,-74.75,179.75,3717:249:4,1
Lycodichthys,dearborni,-75.75,170.75,3717:350:4,0.84
Lycodichthys,dearborni,-76.75,172.75,3717:362:4,0.81
Lycodichthys,dearborni,-76.75,173.25,3717:363:3,0.83
Lycodichthys,dearborni,-76.75,173.75,3717:363:4,0.89
Lycodichthys,dearborni,-76.75,174.25,3717:364:3,1
Lycodichthys,dearborni,-76.75,174.75,3717:364:4,1
Lycodichthys,dearborni,-75.75,177.25,3717:457:3,1
Lycodichthys,dearborni,-75.75,177.75,3717:457:4,1
Lycodichthys,dearborni,-75.25,178.75,3717:458:2,1
Lycodichthys,dearborni,-75.75,178.25,3717:458:3,1
Lycodichthys,dearborni,-75.75,178.75,3717:458:4,1
Lycodichthys,dearborni,-75.25,179.25,3717:459:1,1
Lycodichthys,dearborni,-75.25,179.75,3717:459:2,1
Lycodichthys,dearborni,-76.25,175.75,3717:465:2,1
Lycodichthys,dearborni,-76.75,175.25,3717:465:3,1
Lycodichthys,dearborni,-76.75,175.75,3717:465:4,1
