Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Leptoclinus,maculatus,67.75,15.75,1601:475:4,0.06
Leptoclinus,maculatus,69.25,17.75,1601:497:2,0.08
Leptoclinus,maculatus,69.25,18.25,1601:498:1,0.14
Leptoclinus,maculatus,69.25,18.75,1601:498:2,0.13
Leptoclinus,maculatus,69.75,18.75,1601:498:4,0.16
Leptoclinus,maculatus,69.25,19.25,1601:499:1,0.06
Leptoclinus,maculatus,69.75,19.25,1601:499:3,0.14
Leptoclinus,maculatus,60.25,21.25,1602:101:1,0.01
Leptoclinus,maculatus,60.25,29.75,1602:209:2,0.01
Leptoclinus,maculatus,60.25,30.25,1603:100:1,0.04
Leptoclinus,maculatus,64.75,34.75,1603:144:4,0.11
Leptoclinus,maculatus,64.25,35.25,1603:245:1,0.07
Leptoclinus,maculatus,64.25,35.75,1603:245:2,0.06
Leptoclinus,maculatus,64.75,35.25,1603:245:3,0.11
Leptoclinus,maculatus,64.75,35.75,1603:245:4,0.12
Leptoclinus,maculatus,64.25,36.25,1603:246:1,0.15
Leptoclinus,maculatus,64.25,36.75,1603:246:2,0.17
Leptoclinus,maculatus,65.25,34.25,1603:354:1,0.06
Leptoclinus,maculatus,67.25,32.25,1603:372:1,0.13
Leptoclinus,maculatus,69.25,32.75,1603:392:2,0.03
Leptoclinus,maculatus,64.75,40.25,1604:140:3,0.03
Leptoclinus,maculatus,66.25,42.25,1604:362:1,0.12
Leptoclinus,maculatus,66.25,42.75,1604:362:2,0.15
